concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed
vdcr_concept_0144,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向重性,Gravitropism,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gravitropism"", ""向重性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gravitropism
vdcr_concept_0145,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向水性,Hydrotropism,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Hydrotropism"", ""向水性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Hydrotropism
vdcr_concept_0146,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,感触性运动,Thigmonasty,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Thigmonasty"", ""感触性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thigmonasty
vdcr_concept_0147,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,感震性运动,Seismonasty,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismonasty"", ""感震性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismonasty
vdcr_concept_0148,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,昼夜感性运动,Nyctinasty,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Nyctinasty"", ""昼夜感性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Nyctinasty
vdcr_concept_0149,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,卷须旋转探寻,Tendril Circumnutation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tendril Circumnutation"", ""卷须旋转探寻""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tendril Circumnutation
vdcr_concept_0150,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,卷须缠绕,Tendril Coiling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tendril Coiling"", ""卷须缠绕""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tendril Coiling
vdcr_concept_0151,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,双稳态捕虫夹闭合,Bistable Snap-Trap Closure,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Bistable Snap-Trap Closure"", ""双稳态捕虫夹闭合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bistable Snap-Trap Closure
vdcr_concept_0152,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,变形虫式趋化爬行,Amoeboid Chemotactic Crawling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Amoeboid Chemotactic Crawling"", ""变形虫式趋化爬行""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Amoeboid Chemotactic Crawling
vdcr_concept_0153,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,细胞质流动,Cytoplasmic Streaming,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Cytoplasmic Streaming"", ""细胞质流动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cytoplasmic Streaming
vdcr_concept_0154,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,有丝分裂染色体分离,Mitotic Chromosome Segregation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Mitotic Chromosome Segregation"", ""有丝分裂染色体分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mitotic Chromosome Segregation
vdcr_concept_0155,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,胞质分裂沟收缩,Cytokinetic Furrow Ingression,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cytokinetic Furrow Ingression"", ""胞质分裂沟收缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cytokinetic Furrow Ingression
vdcr_concept_0156,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,中性粒细胞趋化,Neutrophil Chemotaxis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Neutrophil Chemotaxis"", ""中性粒细胞趋化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Neutrophil Chemotaxis
vdcr_concept_0157,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,轴突运输,Axonal Transport,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Axonal Transport"", ""轴突运输""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Axonal Transport
vdcr_concept_0158,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,纤毛节律摆动,Ciliary Beating,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Ciliary Beating"", ""纤毛节律摆动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ciliary Beating
vdcr_concept_0159,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,钙波传播,Calcium Wave Propagation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Calcium Wave Propagation"", ""钙波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Calcium Wave Propagation
vdcr_concept_0160,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,光漂白后荧光恢复,FRAP Recovery,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""FRAP Recovery"", ""光漂白后荧光恢复""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,FRAP Recovery
vdcr_concept_0161,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,线粒体分裂-融合动态,Mitochondrial Fission-Fusion Dynamics,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Mitochondrial Fission-Fusion Dynamics"", ""线粒体分裂-融合动态""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mitochondrial Fission-Fusion Dynamics
vdcr_concept_0162,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞吞作用,Endocytosis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Endocytosis"", ""胞吞作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Endocytosis
vdcr_concept_0163,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞吐作用,Exocytosis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Exocytosis"", ""胞吐作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Exocytosis
vdcr_concept_0164,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,吞噬作用,Phagocytosis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Phagocytosis"", ""吞噬作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phagocytosis
vdcr_concept_0165,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,囊泡出芽,Vesicle Budding,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Vesicle Budding"", ""囊泡出芽""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Vesicle Budding
vdcr_concept_0166,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,囊泡融合,Vesicle Fusion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Vesicle Fusion"", ""囊泡融合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Vesicle Fusion
vdcr_concept_0167,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞饮作用,Pinocytosis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pinocytosis"", ""胞饮作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pinocytosis
vdcr_concept_0168,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,微管动态不稳定性,Microtubule Dynamic Instability,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Microtubule Dynamic Instability"", ""微管动态不稳定性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Microtubule Dynamic Instability
vdcr_concept_0169,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,肌动蛋白波,Actin Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Actin Wave"", ""肌动蛋白波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Actin Wave
vdcr_concept_0170,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,片状伪足延伸,Lamellipodium Extension,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Lamellipodium Extension"", ""片状伪足延伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lamellipodium Extension
vdcr_concept_0171,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,丝状伪足探伸,Filopodium Protrusion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Filopodium Protrusion"", ""丝状伪足探伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Filopodium Protrusion
vdcr_concept_0172,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,细胞收缩环收缩,Actomyosin Contractile Ring Constriction,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Actomyosin Contractile Ring Constriction"", ""细胞收缩环收缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Actomyosin Contractile Ring Constriction
vdcr_concept_0173,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,细胞膜起泡,Membrane Blebbing,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Membrane Blebbing"", ""细胞膜起泡""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Membrane Blebbing
vdcr_concept_0174,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,胚胎卵裂分裂序列,Embryonic Cleavage Division Sequence,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Embryonic Cleavage Division Sequence"", ""胚胎卵裂分裂序列"", ""Cleavage"", ""卵裂""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Embryonic Cleavage Division Sequence
vdcr_concept_0175,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,原肠胚形成,Gastrulation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gastrulation"", ""原肠胚形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gastrulation
vdcr_concept_0176,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,汇聚延伸运动,Convergent Extension,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Convergent Extension"", ""汇聚延伸运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Convergent Extension
vdcr_concept_0177,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,神经管闭合,Neural Tube Closure,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Neural Tube Closure"", ""神经管闭合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Neural Tube Closure
vdcr_concept_0178,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,上皮-间质转化,Epithelial-Mesenchymal Transition,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Epithelial-Mesenchymal Transition"", ""上皮-间质转化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Epithelial-Mesenchymal Transition
vdcr_concept_0179,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,组织内陷,Tissue Invagination,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tissue Invagination"", ""组织内陷""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tissue Invagination
vdcr_concept_0180,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,气孔开闭,Stomatal Opening and Closing,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Stomatal Opening and Closing"", ""气孔开闭""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stomatal Opening and Closing
vdcr_concept_0181,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,叶绿体光定位运动,Chloroplast Photorelocation Movement,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Chloroplast Photorelocation Movement"", ""叶绿体光定位运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chloroplast Photorelocation Movement
vdcr_concept_0182,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,花粉管趋化生长,Pollen Tube Chemotropic Growth,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pollen Tube Chemotropic Growth"", ""花粉管趋化生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pollen Tube Chemotropic Growth
vdcr_concept_0183,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,根毛极性生长,Root Hair Tip Growth,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Root Hair Tip Growth"", ""根毛极性生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Root Hair Tip Growth
vdcr_concept_0184,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,质壁分离与复原,Plasmolysis and Deplasmolysis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Plasmolysis and Deplasmolysis"", ""质壁分离与复原""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Plasmolysis and Deplasmolysis
vdcr_concept_0185,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,细菌趋化游动,Bacterial Chemotaxis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Bacterial Chemotaxis"", ""细菌趋化游动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bacterial Chemotaxis
vdcr_concept_0186,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,细菌集群运动,Bacterial Swarming Motility,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Bacterial Swarming Motility"", ""细菌集群运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bacterial Swarming Motility
vdcr_concept_0187,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,生物膜扩张,Biofilm Expansion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Biofilm Expansion"", ""生物膜扩张""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Biofilm Expansion
vdcr_concept_0188,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,群体感应波,Quorum-Sensing Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Quorum-Sensing Wave"", ""群体感应波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Quorum-Sensing Wave
vdcr_concept_0189,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,黏菌聚集,Slime Mold Aggregation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Slime Mold Aggregation"", ""黏菌聚集""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Slime Mold Aggregation
vdcr_concept_0190,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,下击暴流出流扩散,Downburst / Microburst Outflow,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Downburst / Microburst Outflow"", ""下击暴流出流扩散"", ""Downburst"", ""Microburst Outflow""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Downburst / Microburst Outflow
vdcr_concept_0191,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,超级单体中气旋旋转,Supercell Mesocyclone Rotation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Supercell Mesocyclone Rotation"", ""超级单体中气旋旋转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Supercell Mesocyclone Rotation
vdcr_concept_0192,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,龙卷生成,Tornadogenesis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Tornadogenesis"", ""龙卷生成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tornadogenesis
vdcr_concept_0193,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,墙云旋转,Wall Cloud Rotation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Wall Cloud Rotation"", ""墙云旋转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wall Cloud Rotation
vdcr_concept_0194,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,阵风锋推进,Gust Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gust Front Propagation"", ""阵风锋推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gust Front Propagation
vdcr_concept_0195,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,陆龙卷发展,Landspout Development,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Landspout Development"", ""陆龙卷发展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Landspout Development
vdcr_concept_0196,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,曲流河裁弯取直,Meander Neck Cutoff,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Meander Neck Cutoff"", ""曲流河裁弯取直""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Meander Neck Cutoff
vdcr_concept_0197,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,凹岸侵蚀与凸岸沉积,Cutbank Erosion / Point-Bar Deposition,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cutbank Erosion / Point-Bar Deposition"", ""凹岸侵蚀与凸岸沉积"", ""Cutbank Erosion"", ""Point-Bar Deposition""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cutbank Erosion / Point-Bar Deposition
vdcr_concept_0198,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,河流决口改道,River Avulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""River Avulsion"", ""河流决口改道""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,River Avulsion
vdcr_concept_0199,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,辫状河道迁移,Braided Channel Migration,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Braided Channel Migration"", ""辫状河道迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Braided Channel Migration
vdcr_concept_0200,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,泥沙跃移,Sediment Saltation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Sediment Saltation"", ""泥沙跃移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Sediment Saltation
vdcr_concept_0201,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,浊流推进,Turbidity Current Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Turbidity Current Propagation"", ""浊流推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Turbidity Current Propagation
vdcr_concept_0202,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,裂流出海通道形成,Rip Current Channel Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rip Current Channel Formation"", ""裂流出海通道形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rip Current Channel Formation
vdcr_concept_0203,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,沿岸漂移,Longshore Drift,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,high,medium,"[""Longshore Drift"", ""沿岸漂移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Longshore Drift
vdcr_concept_0204,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,内波传播,Internal Wave Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Internal Wave Propagation"", ""内波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Internal Wave Propagation
vdcr_concept_0205,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,断层破裂传播,Fault Rupture Propagation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Fault Rupture Propagation"", ""断层破裂传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fault Rupture Propagation
vdcr_concept_0206,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,旋转滑塌,Rotational Slump Failure,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rotational Slump Failure"", ""旋转滑塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rotational Slump Failure
vdcr_concept_0207,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,土壤液化,Seismic Soil Liquefaction,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismic Soil Liquefaction"", ""土壤液化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismic Soil Liquefaction
vdcr_concept_0208,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,后退式滑塌,Retrogressive Slump Failure,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Retrogressive Slump Failure"", ""后退式滑塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Retrogressive Slump Failure
vdcr_concept_0209,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,泥石流脉冲推进,Debris-Flow Surge Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Debris-Flow Surge Propagation"", ""泥石流脉冲推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Debris-Flow Surge Propagation
vdcr_concept_0210,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,火山碎屑密度流,Pyroclastic Density Current,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Pyroclastic Density Current"", ""火山碎屑密度流""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pyroclastic Density Current
vdcr_concept_0211,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,绳状熔岩形成,Pahoehoe Lava Roping,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Pahoehoe Lava Roping"", ""绳状熔岩形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pahoehoe Lava Roping
vdcr_concept_0212,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,阿阿熔岩前缘推进,Aa Lava Front Advance,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aa Lava Front Advance"", ""阿阿熔岩前缘推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aa Lava Front Advance
vdcr_concept_0213,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,熔岩穹丘崩塌,Lava Dome Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Lava Dome Collapse"", ""熔岩穹丘崩塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lava Dome Collapse
vdcr_concept_0214,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,喷发柱坍塌,Eruption Column Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Eruption Column Collapse"", ""喷发柱坍塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eruption Column Collapse
vdcr_concept_0215,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川塑性蠕变,Glacier Creep,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Glacier Creep"", ""冰川塑性蠕变""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Glacier Creep
vdcr_concept_0216,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川基底滑动,Basal Sliding,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Basal Sliding"", ""冰川基底滑动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Basal Sliding
vdcr_concept_0217,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰裂隙扩展,Crevasse Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crevasse Propagation"", ""冰裂隙扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crevasse Propagation
