concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed,concept_validity_tier,tier_reason,recommended_answer_en,recommended_answer_zh,production_gate
vdcr_concept_0100,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,阳极氧化膜生长,Anodic Oxide Film Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Anodic Oxide Film Growth"", ""阳极氧化膜生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Anodic Oxide Film Growth,extension,candidate_is_source_or_availability_heavy,Anodic Oxide Film Growth,阳极氧化膜生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0101,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,锂枝晶生长,Lithium Dendrite Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Lithium Dendrite Growth"", ""锂枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lithium Dendrite Growth,extension,candidate_is_source_or_availability_heavy,Lithium Dendrite Growth,锂枝晶生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0102,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶化前沿推进,Gelation Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gelation Front Propagation"", ""凝胶化前沿推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gelation Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Gelation Front Propagation,凝胶化前沿推进,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0103,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,聚合收缩前沿,Polymerization Shrinkage Front,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Polymerization Shrinkage Front"", ""聚合收缩前沿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Polymerization Shrinkage Front,extension,candidate_is_source_or_availability_heavy,Polymerization Shrinkage Front,聚合收缩前沿,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0104,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶溶胀,Gel Swelling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gel Swelling"", ""凝胶溶胀""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gel Swelling,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Osmotic Gel Swelling Dynamics,渗透压驱动凝胶溶胀动态,must_show_osmotic_or_solvent_driven_volume_increase_over_time
vdcr_concept_0105,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶去溶胀塌缩,Gel Deswelling Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gel Deswelling Collapse"", ""凝胶去溶胀塌缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gel Deswelling Collapse,strict_main_candidate,usable_only_after_video_specific_gate,Gel Deswelling Collapse,凝胶去溶胀塌缩,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0106,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,液晶相畴演化,Liquid Crystal Domain Evolution,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Liquid Crystal Domain Evolution"", ""液晶相畴演化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liquid Crystal Domain Evolution,extension,candidate_is_source_or_availability_heavy,Liquid Crystal Domain Evolution,液晶相畴演化,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0107,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,液晶缺陷湮灭,Liquid Crystal Defect Annihilation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Liquid Crystal Defect Annihilation"", ""液晶缺陷湮灭""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liquid Crystal Defect Annihilation,extension,candidate_is_source_or_availability_heavy,Liquid Crystal Defect Annihilation,液晶缺陷湮灭,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0108,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,C 型快速逃逸反应,C-Start Escape Response,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""C-Start Escape Response"", ""C 型快速逃逸反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,C-Start Escape Response,core_main,strong_named_temporal_signature,C-Start Escape Response,C 型快速逃逸反应,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0109,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,水母伞体收缩喷射推进,Medusan Bell-Contraction Jet Propulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Medusan Bell-Contraction Jet Propulsion"", ""水母伞体收缩喷射推进"", ""Bell-Contraction Jet Propulsion"", ""Jet Propulsion Swimming""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Medusan Bell-Contraction Jet Propulsion,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Medusan Jet Propulsion by Bell Contraction,水母伞体收缩喷射推进,must_show_bell_contraction_water_expelled_or_implied_reaction_and_forward_motion_sequence
vdcr_concept_0110,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,鳗鲡式波状推进,Anguilliform Undulation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Anguilliform Undulation"", ""鳗鲡式波状推进"", ""Anguilliform Locomotion"", ""Undulatory Locomotion""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Anguilliform Undulation,extension,formal_term_but_close_to_animal_motion_recognition,Anguilliform Undulation,鳗鲡式波状推进,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0111,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,节律相位波推进,Metachronal Wave Locomotion,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Metachronal Wave Locomotion"", ""节律相位波推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Metachronal Wave Locomotion,core_main,strong_named_temporal_signature,Metachronal Wave Locomotion,节律相位波推进,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0112,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,泡泡网捕食,Bubble-Net Feeding,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Bubble-Net Feeding"", ""泡泡网捕食""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bubble-Net Feeding,core_main,strong_named_temporal_signature,Bubble-Net Feeding,泡泡网捕食,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0113,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,泥环捕食,Mud-Ring Feeding,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Mud-Ring Feeding"", ""泥环捕食""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mud-Ring Feeding,core_main,strong_named_temporal_signature,Mud-Ring Feeding,泥环捕食,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0114,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,鸟群群舞,Murmuration,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Murmuration"", ""鸟群群舞""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Murmuration,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Murmuration,鸟群群舞,must_show_collective_shape_wave_synchronous_turning_or_flow_like_flock_reorganization
vdcr_concept_0115,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,阿克塞尔跳,Axel Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Axel Jump"", ""阿克塞尔跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Axel Jump,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Axel Jump,阿克塞尔跳,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0116,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,后内结环跳,Salchow Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Salchow Jump"", ""后内结环跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Salchow Jump,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Salchow Jump,后内结环跳,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0117,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,后外点冰跳,Toe Loop Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Toe Loop Jump"", ""后外点冰跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Toe Loop Jump,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Toe Loop Jump,后外点冰跳,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0118,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,尤尔琴科跳马,Yurchenko Vault,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Yurchenko Vault"", ""尤尔琴科跳马""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Yurchenko Vault,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Yurchenko Vault,尤尔琴科跳马,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0119,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,月面空翻,Tsukahara Vault,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Tsukahara Vault"", ""月面空翻""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tsukahara Vault,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Tsukahara Vault,月面空翻,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0120,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,科瓦奇腾越,Kovacs Release,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Kovacs Release"", ""科瓦奇腾越""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Kovacs Release,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Kovacs Release,科瓦奇腾越,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0121,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,背越式跳高,Fosbury Flop,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Fosbury Flop"", ""背越式跳高""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fosbury Flop,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Fosbury Flop,背越式跳高,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0122,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,芭蕾挥鞭转,Fouette Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Fouette Turn"", ""芭蕾挥鞭转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fouette Turn,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Fouette Turn,芭蕾挥鞭转,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0123,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,一本背负投,Ippon Seoi Nage,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Ippon Seoi Nage"", ""一本背负投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ippon Seoi Nage,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Ippon Seoi Nage,一本背负投,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0124,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,内股投,Uchi Mata,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Uchi Mata"", ""内股投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Uchi Mata,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Uchi Mata,内股投,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0125,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,大外刈,Osoto Gari,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Osoto Gari"", ""大外刈""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Osoto Gari,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Osoto Gari,大外刈,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0126,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,巴投,Tomoe Nage,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Tomoe Nage"", ""巴投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tomoe Nage,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Tomoe Nage,巴投,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0127,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,爱斯基摩翻滚,Eskimo Roll / Kayak Roll,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Eskimo Roll / Kayak Roll"", ""爱斯基摩翻滚"", ""Eskimo Roll"", ""Kayak Roll""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eskimo Roll / Kayak Roll,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Eskimo Roll / Kayak Roll,爱斯基摩翻滚,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0128,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,踩水蛋打腿,Eggbeater Kick,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,high,high,"[""Eggbeater Kick"", ""踩水蛋打腿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eggbeater Kick,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Eggbeater Kick,踩水蛋打腿,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0129,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,冲浪底转,Surfing Bottom Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Surfing Bottom Turn"", ""冲浪底转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Surfing Bottom Turn,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Surfing Bottom Turn,冲浪底转,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0130,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,滑雪刻滑转弯,Carving Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Carving Turn"", ""滑雪刻滑转弯""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Carving Turn,stress_slice,formal_movement_taxonomy_but_not_main_scientific_dynamic_knowledge,Carving Turn,滑雪刻滑转弯,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0131,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,牛尾巴,Elastico / Flip Flap,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Elastico / Flip Flap"", ""牛尾巴"", ""Elastico"", ""Flip Flap""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Elastico / Flip Flap soccer skill,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Elastico / Flip Flap,牛尾巴,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0132,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,马赛回旋,Marseille Turn / Roulette,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Marseille Turn / Roulette"", ""马赛回旋"", ""Marseille Turn"", ""Roulette""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Marseille Turn / Roulette soccer skill,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Marseille Turn / Roulette,马赛回旋,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0133,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,克鲁伊夫转身,Cruyff Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Cruyff Turn"", ""克鲁伊夫转身""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cruyff Turn soccer skill,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Cruyff Turn,克鲁伊夫转身,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0134,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,彩虹过人,Rainbow Flick,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Rainbow Flick"", ""彩虹过人""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rainbow Flick soccer skill,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Rainbow Flick,彩虹过人,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0135,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,西班牙战术,Spain Action,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Spain Action"", ""西班牙战术""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spain Action basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Spain Action,西班牙战术,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0136,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,电梯门掩护,Elevator Screen,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Elevator Screen"", ""电梯门掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Elevator Screen basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Elevator Screen,电梯门掩护,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0137,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,锤子战术,Hammer Action,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Hammer Action"", ""锤子战术""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Hammer Action basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Hammer Action,锤子战术,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0138,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,弗洛皮跑位,Floppy Action,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Floppy Action"", ""弗洛皮跑位""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Floppy Action basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Floppy Action,弗洛皮跑位,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0139,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,艾弗森横切,Iverson Cut,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Iverson Cut"", ""艾弗森横切""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Iverson Cut basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Iverson Cut,艾弗森横切,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0140,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,UCLA 切入,UCLA Cut,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""UCLA Cut"", ""UCLA 切入""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,UCLA Cut basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,UCLA Cut,UCLA 切入,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0141,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,拉姆掩护,Ram Screen,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Ram Screen"", ""拉姆掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ram Screen basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Ram Screen,拉姆掩护,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0142,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,西班牙背掩护,Spain Back Screen,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Spain Back Screen"", ""西班牙背掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spain Back Screen basketball play,defer_or_remove,ball_sport_terms_shift_story_toward_action_or_play_recognition,Spain Back Screen,西班牙背掩护,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0143,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向光性,Phototropism,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Phototropism"", ""向光性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phototropism,core_main,strong_named_temporal_signature,Phototropism,向光性,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0144,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向重性,Gravitropism,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gravitropism"", ""向重性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gravitropism,core_main,strong_named_temporal_signature,Gravitropism,向重性,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0145,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向水性,Hydrotropism,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Hydrotropism"", ""向水性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Hydrotropism,strict_main_candidate,usable_only_after_video_specific_gate,Hydrotropism,向水性,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0146,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,感触性运动,Thigmonasty,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Thigmonasty"", ""感触性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thigmonasty,core_main,strong_named_temporal_signature,Thigmonasty,感触性运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0147,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,感震性运动,Seismonasty,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismonasty"", ""感震性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismonasty,strict_main_candidate,usable_only_after_video_specific_gate,Seismonasty,感震性运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0148,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,昼夜感性运动,Nyctinasty,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Nyctinasty"", ""昼夜感性运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Nyctinasty,core_main,strong_named_temporal_signature,Nyctinasty,昼夜感性运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0149,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,卷须旋转探寻,Tendril Circumnutation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tendril Circumnutation"", ""卷须旋转探寻""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tendril Circumnutation,strict_main_candidate,usable_only_after_video_specific_gate,Tendril Circumnutation,卷须旋转探寻,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0150,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,卷须缠绕,Tendril Coiling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tendril Coiling"", ""卷须缠绕""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tendril Coiling,strict_main_candidate,usable_only_after_video_specific_gate,Tendril Coiling,卷须缠绕,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
