search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept
PID overshoot control system video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,A controlled variable rises past target and oscillates or settles back.,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,DCR,DCR_ENG_PID_001,PID overshoot
feedback control overshoot demonstration,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,A controlled variable rises past target and oscillates or settles back.,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,DCR,DCR_ENG_PID_001,PID overshoot
control loop step response video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,A controlled variable rises past target and oscillates or settles back.,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,DCR,DCR_ENG_PID_001,PID overshoot
cavitation propeller slow motion,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,DCR,DCR_ENG_CAV_001,cavitation
pump cavitation video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,DCR,DCR_ENG_CAV_001,cavitation
cavitation bubble collapse video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,DCR,DCR_ENG_CAV_001,cavitation
water hammer pipe vibration video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer
hydraulic shock valve closure video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer
water hammer pressure transient demonstration,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer
built up edge machining video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Chip/tool contact shows adhesion growth and sudden detachment at the cutting edge.,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,DCR,DCR_ENG_BUE_001,built-up edge
BUE cutting tool slow motion,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Chip/tool contact shows adhesion growth and sudden detachment at the cutting edge.,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,DCR,DCR_ENG_BUE_001,built-up edge
built-up edge chip formation video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Chip/tool contact shows adhesion growth and sudden detachment at the cutting edge.,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,capability_label=DCR; dynamic_concept_id=DCR_ENG_BUE_001; linked_principle_id=ENG_TOOL_001; aliases=BUE; built up edge machining; chip adhesion; reject=Reject clips without visible tool-edge adhesion dynamics.; hard_negative_concepts=continuous chip; chatter; tool wear only,DCR,DCR_ENG_BUE_001,built-up edge
Rayleigh Taylor instability video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Finger-like plumes grow downward/upward from an unstable density interface.,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,DCR,DCR_PHY_RT_001,Rayleigh-Taylor instability
density inversion plume video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Finger-like plumes grow downward/upward from an unstable density interface.,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,DCR,DCR_PHY_RT_001,Rayleigh-Taylor instability
Rayleigh Taylor fingers experiment,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Finger-like plumes grow downward/upward from an unstable density interface.,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_RT_001; linked_principle_id=PHY_FLU_002; aliases=Rayleigh Taylor fingers; density inversion plumes; reject=Reject clips with no visible interface evolution.; hard_negative_concepts=diffusion; convection cell; simple pouring,DCR,DCR_PHY_RT_001,Rayleigh-Taylor instability
transparent siphon demonstration video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon
siphon flow liquid level video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon
siphon experiment video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon
Kelvin Helmholtz instability time lapse,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Billows roll up along a fluid, cloud, or density interface.",capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,DCR,DCR_PHY_WAVE_001,Kelvin-Helmholtz instability
Kelvin Helmholtz clouds video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Billows roll up along a fluid, cloud, or density interface.",capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,DCR,DCR_PHY_WAVE_001,Kelvin-Helmholtz instability
shear billows fluid video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Billows roll up along a fluid, cloud, or density interface.",capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,DCR,DCR_PHY_WAVE_001,Kelvin-Helmholtz instability
banana kick slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,A spinning ball follows a visibly curved path after launch.,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,DCR,DCR_PHY_MAGNUS_001,banana kick / curveball
curveball slow motion baseball,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,A spinning ball follows a visibly curved path after launch.,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,DCR,DCR_PHY_MAGNUS_001,banana kick / curveball
Magnus effect soccer free kick video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,A spinning ball follows a visibly curved path after launch.,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,capability_label=DCR; dynamic_concept_id=DCR_PHY_MAGNUS_001; linked_principle_id=PHY_FOR_002; aliases=banana shot; curveball; bending free kick; Magnus kick; reject=Reject clips without visible curved trajectory or without evidence of spin.; hard_negative_concepts=ordinary projectile arc; knuckleball; straight kick,DCR,DCR_PHY_MAGNUS_001,banana kick / curveball
twisting dive slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"The diver transitions through takeoff, somersault, twist, and entry.","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose",DCR,DCR_PHY_DIVE_001,somersault twist dive
platform diving twist slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"The diver transitions through takeoff, somersault, twist, and entry.","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose",DCR,DCR_PHY_DIVE_001,somersault twist dive
springboard somersault twist video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"The diver transitions through takeoff, somersault, twist, and entry.","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose","capability_label=DCR; dynamic_concept_id=DCR_PHY_DIVE_001; linked_principle_id=PHY_OSC_003; aliases=twisting dive; platform dive twist; springboard twist; reject=Reject clips missing takeoff or entry, or where twist count is not visible.; hard_negative_concepts=plain somersault; cartwheel dive; static pose",DCR,DCR_PHY_DIVE_001,somersault twist dive
triple Axel slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel
figure skating triple Axel takeoff landing,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel
Axel jump slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel
capillary rise time lapse,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,surface_and_capillary_processes,0,60,"A liquid front rises or advances through a narrow tube, paper, or porous structure.",capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,DCR,DCR_PHY_CAP_001,capillary rise
paper wicking capillary action video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,surface_and_capillary_processes,0,60,"A liquid front rises or advances through a narrow tube, paper, or porous structure.",capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,DCR,DCR_PHY_CAP_001,capillary rise
capillary action tube video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,surface_and_capillary_processes,0,60,"A liquid front rises or advances through a narrow tube, paper, or porous structure.",capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,capability_label=DCR; dynamic_concept_id=DCR_PHY_CAP_001; linked_principle_id=PHY_SUR_002; aliases=capillary action; wicking front; paper chromatography rise; reject=Reject clips where liquid is simply poured or already at final height.; hard_negative_concepts=bulk pouring; diffusion cloud; surface beading,DCR,DCR_PHY_CAP_001,capillary rise
Leidenfrost effect droplet slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,thermal_physical_response,0,60,"Droplets skitter, glide, or persist on a hot surface instead of immediately boiling away.",capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,DCR,DCR_PHY_LEIDEN_001,Leidenfrost effect
Leidenfrost droplet hot plate video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,thermal_physical_response,0,60,"Droplets skitter, glide, or persist on a hot surface instead of immediately boiling away.",capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,DCR,DCR_PHY_LEIDEN_001,Leidenfrost effect
water droplet skittering hot pan,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,thermal_physical_response,0,60,"Droplets skitter, glide, or persist on a hot surface instead of immediately boiling away.",capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,capability_label=DCR; dynamic_concept_id=DCR_PHY_LEIDEN_001; linked_principle_id=PHY_THR_002; aliases=Leidenfrost droplet; vapor cushion droplet; reject=Reject ordinary boiling without gliding or vapor-layer behavior.; hard_negative_concepts=ordinary boiling; wetting spread; evaporation,DCR,DCR_PHY_LEIDEN_001,Leidenfrost effect
