search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes
jellyfish jet propulsion bell contraction video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,"Body cavity or bell contracts, then the body translates in the opposite direction of expelled fluid.",principle_id=BIO_LOC_001; priority=core; reject=Reject swimming clips without contraction-pulse displacement.; hard_negative_family=peristalsis; flapping lift; tail undulation,principle_id=BIO_LOC_001; priority=core; reject=Reject swimming clips without contraction-pulse displacement.; hard_negative_family=peristalsis; flapping lift; tail undulation
fluid jet propulsion animal locomotion video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,"Body cavity or bell contracts, then the body translates in the opposite direction of expelled fluid.",principle_id=BIO_LOC_001; priority=core; reject=Reject swimming clips without contraction-pulse displacement.; hard_negative_family=peristalsis; flapping lift; tail undulation,principle_id=BIO_LOC_001; priority=core; reject=Reject swimming clips without contraction-pulse displacement.; hard_negative_family=peristalsis; flapping lift; tail undulation
peristaltic locomotion caterpillar time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Soft body shortens/extends in waves while contact points shift and the body advances.,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift
earthworm peristaltic crawling video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Soft body shortens/extends in waves while contact points shift and the body advances.,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift
soft body contraction wave locomotion,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Soft body shortens/extends in waves while contact points shift and the body advances.,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift,principle_id=BIO_LOC_002; priority=core; reject=Reject legged walking where no contraction wave is visible.; hard_negative_family=jet propulsion; tripod gait; passive drift
flapping wing takeoff lift slow motion,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Wingbeats begin or intensify before lift-off or sustained flight.,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming
insect takeoff wingbeats slow motion,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Wingbeats begin or intensify before lift-off or sustained flight.,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming
bee takeoff slow motion lift,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,Wingbeats begin or intensify before lift-off or sustained flight.,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming,principle_id=BIO_LOC_003; priority=core; reject=Reject gliding or leg-only jumps with passive wings.; hard_negative_family=leg jump; passive gliding; swimming
fish fast start S bend swimming video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift
zebrafish escape response slow motion,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift
larval fish predatory strike video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift
chemotaxis cell migration gradient time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Trajectories accumulate toward/away from a chemical source or gradient.,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis
bacterial chemotaxis microfluidic gradient video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Trajectories accumulate toward/away from a chemical source or gradient.,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis
neutrophil chemotaxis time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Trajectories accumulate toward/away from a chemical source or gradient.,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis,principle_id=BIO_TAX_001; priority=core; reject=Reject random wandering without gradient cue.; hard_negative_family=phototaxis; Brownian motion; thermotaxis
phototaxis microorganism light stimulus video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Organisms redistribute toward/away from a light source or stimulus marker.,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis
Euglena phototaxis video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Organisms redistribute toward/away from a light source or stimulus marker.,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis
insect phototaxis light source video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Organisms redistribute toward/away from a light source or stimulus marker.,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis
magnetotactic bacteria magnetic field direction video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Cell bands or trajectories reorganize when magnetic field direction changes.,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion
magnetotaxis field reversal microscopy video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Cell bands or trajectories reorganize when magnetic field direction changes.,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion
bacteria run and tumble trajectory video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating
Levy walk bacteria tracking video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating
intermittent search trajectory time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating
cloud formation convection time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,"Clouds initiate, rise, billow, and deepen vertically.",principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band,principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band
cumulus cloud tower growth time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,"Clouds initiate, rise, billow, and deepen vertically.",principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band,principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band
atmospheric convection cloud video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,"Clouds initiate, rise, billow, and deepen vertically.",principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band,principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band
cloud vortex rotation time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud bands rotate around a center or funnel-like structure develops.,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke
cyclone cloud bands rotation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud bands rotate around a center or funnel-like structure develops.,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke
tornado formation cloud rotation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud bands rotate around a center or funnel-like structure develops.,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke
surface runoff slope erosion experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,"Water gathers, accelerates downslope, and forms rills or channels.",principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion,principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion
rainfall runoff flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,"Water gathers, accelerates downslope, and forms rills or channels.",principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion,principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion
water flowing downslope channel formation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,"Water gathers, accelerates downslope, and forms rills or channels.",principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion,principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion
soil infiltration wetting front time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,Water level drops and a visible wetting boundary moves downward or laterally.,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport
porous soil water infiltration video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,Water level drops and a visible wetting boundary moves downward or laterally.,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport
sediment transport threshold flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,"Grains transition from rest to rolling, saltation, or suspension as flow increases.",principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide,principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide
bedload motion start flume experiment,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,"Grains transition from rest to rolling, saltation, or suspension as flow increases.",principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide,principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide
grain entrainment by water flow video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,"Grains transition from rest to rolling, saltation, or suspension as flow increases.",principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide,principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide
sediment sorting flume experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation
particle settling sorting time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation
delta deposition flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation
landslide failure slope model video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Cracks, deformation, and mass movement develop downslope.",principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving,principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving
slope instability landslide experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Cracks, deformation, and mass movement develop downslope.",principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving,principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving
soil slope collapse time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Cracks, deformation, and mass movement develop downslope.",principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving,principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving
pyroclastic density current experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection
pyroclastic flow analogue flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection
particle laden gravity current video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection
lava flow crust folding time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Surface crust wrinkles, breaks, or folds as the flow front moves.",principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier,principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier
pahoehoe lava flow time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Surface crust wrinkles, breaks, or folds as the flow front moves.",principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier,principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier
molten lava flow front video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Surface crust wrinkles, breaks, or folds as the flow front moves.",principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier,principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier
glacier flow time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"Ice features, crevasses, or markers move over time.",principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only,principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only
ice deformation glacier motion video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"Ice features, crevasses, or markers move over time.",principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only,principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only
glacier movement markers time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"Ice features, crevasses, or markers move over time.",principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only,principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only
glacier calving slow motion,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking
iceberg calving fracture video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking
glacier front collapse video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking
predator prey interaction high speed video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,"Predator approaches, accelerates or strikes, prey escapes or is captured.",principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement,principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement
predator strike capture slow motion,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,"Predator approaches, accelerates or strikes, prey escapes or is captured.",principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement,principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement
hunting behavior prey escape video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,"Predator approaches, accelerates or strikes, prey escapes or is captured.",principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement,principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement
pollination insect flower contact slow motion,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind
bee pollination anther stigma contact video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind
flower visitor pollen transfer video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind
four bar linkage motion conversion video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation,principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation
