search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
plant growing toward light time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,Shoot curvature gradually changes toward a visible or known light source.,principle_id=BIO_TRO_001; priority=core; reject=Reject normal vertical growth without directional stimulus.; hard_negative_family=circumnutation; germination; stomata; capability_label=DMR,principle_id=BIO_TRO_001; priority=core; reject=Reject normal vertical growth without directional stimulus.; hard_negative_family=circumnutation; germination; stomata; capability_label=DMR,DMR,,,182
root gravitropism time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,Root tip curves downward or shoot curves upward after rotation.,principle_id=BIO_TRO_002; priority=core; reject=Reject clips without reorientation or gravity-relative change.; hard_negative_family=phototropism; hydrotropism; circumnutation; capability_label=DMR,principle_id=BIO_TRO_002; priority=core; reject=Reject clips without reorientation or gravity-relative change.; hard_negative_family=phototropism; hydrotropism; circumnutation; capability_label=DMR,DMR,,,183
geotropism time lapse,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,Roots or shoots curve after the plant is rotated.,capability_label=DCR; dynamic_concept_id=DCR_BIO_GRAVI_001; linked_principle_id=BIO_TRO_002; aliases=geotropism; root gravitropism; shoot gravitropism; reject=Reject clips without a rotation/reorientation event.; hard_negative_concepts=phototropism; hydrotropism; simple elongation,capability_label=DCR; dynamic_concept_id=DCR_BIO_GRAVI_001; linked_principle_id=BIO_TRO_002; aliases=geotropism; root gravitropism; shoot gravitropism; reject=Reject clips without a rotation/reorientation event.; hard_negative_concepts=phototropism; hydrotropism; simple elongation,DCR,DCR_BIO_GRAVI_001,gravitropism,184
Oxalis leaf sleep movement video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_nastic_movements,0,60,Leaves open/close or change angle over day-night transitions.,principle_id=BIO_NAS_002; priority=core; reject=Reject generic wind movement or one-state leaf images.; hard_negative_family=phototropism; wilting; touch response; capability_label=DMR,principle_id=BIO_NAS_002; priority=core; reject=Reject generic wind movement or one-state leaf images.; hard_negative_family=phototropism; wilting; touch response; capability_label=DMR,DMR,,,185
circadian plant leaf movement time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_nastic_movements,0,60,Leaves open/close or change angle over day-night transitions.,principle_id=BIO_NAS_002; priority=core; reject=Reject generic wind movement or one-state leaf images.; hard_negative_family=phototropism; wilting; touch response; capability_label=DMR,principle_id=BIO_NAS_002; priority=core; reject=Reject generic wind movement or one-state leaf images.; hard_negative_family=phototropism; wilting; touch response; capability_label=DMR,DMR,,,186
stomatal aperture time lapse microscopy,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_water_relations_and_turgor,0,60,Stomatal aperture increases or decreases as guard cells change shape.,principle_id=BIO_TRA_002; priority=core; reject=Reject static stomata views or graphs without visible pore change.; hard_negative_family=phototropism; plasmolysis; leaf folding; capability_label=DMR,principle_id=BIO_TRA_002; priority=core; reject=Reject static stomata views or graphs without visible pore change.; hard_negative_family=phototropism; plasmolysis; leaf folding; capability_label=DMR,DMR,,,187
Elodea cytoplasmic streaming chloroplast movement video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_water_relations_and_turgor,0,60,Chloroplasts or granules circulate along cell boundaries or strands.,principle_id=BIO_TRA_003; priority=core; reject=Reject if movement is only camera drift or Brownian jitter.; hard_negative_family=plasmolysis; diffusion; mitosis; capability_label=DMR,principle_id=BIO_TRA_003; priority=core; reject=Reject if movement is only camera drift or Brownian jitter.; hard_negative_family=plasmolysis; diffusion; mitosis; capability_label=DMR,DMR,,,188
onion cell plasmolysis time lapse,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_water_relations_and_turgor,0,60,The protoplast shrinks away from the cell wall and may recover in water.,capability_label=DCR; dynamic_concept_id=DCR_BIO_PLASM_001; linked_principle_id=BIO_TRA_001; aliases=plasmolysis; deplasmolysis; plant cell osmotic shrinkage; reject=Reject single final plasmolyzed images or label-only clips.; hard_negative_concepts=cytoplasmic streaming; cell division; diffusion dye,capability_label=DCR; dynamic_concept_id=DCR_BIO_PLASM_001; linked_principle_id=BIO_TRA_001; aliases=plasmolysis; deplasmolysis; plant cell osmotic shrinkage; reject=Reject single final plasmolyzed images or label-only clips.; hard_negative_concepts=cytoplasmic streaming; cell division; diffusion dye,DCR,DCR_BIO_PLASM_001,plasmolysis and deplasmolysis,189
reversible laminar mixing video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,diffusion_mixing_and_transport,0,60,Colored bands elongate into thin layers and may reverse under reversed shear.,principle_id=CHM_DIF_002; priority=core; reject=Reject fully turbulent mixing or simple shaking.; hard_negative_family=diffusion only; vortex turbulence; precipitation; capability_label=DMR,principle_id=CHM_DIF_002; priority=core; reject=Reject fully turbulent mixing or simple shaking.; hard_negative_family=diffusion only; vortex turbulence; precipitation; capability_label=DMR,DMR,,,190
Taylor Couette mixing dye video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,diffusion_mixing_and_transport,0,60,Colored bands elongate into thin layers and may reverse under reversed shear.,principle_id=CHM_DIF_002; priority=core; reject=Reject fully turbulent mixing or simple shaking.; hard_negative_family=diffusion only; vortex turbulence; precipitation; capability_label=DMR,principle_id=CHM_DIF_002; priority=core; reject=Reject fully turbulent mixing or simple shaking.; hard_negative_family=diffusion only; vortex turbulence; precipitation; capability_label=DMR,DMR,,,191
viscous laminar mixing folding video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,diffusion_mixing_and_transport,0,60,Colored bands elongate into layers and may reverse when shear is reversed.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_DIFF_001; linked_principle_id=CHM_DIF_002; aliases=reversible laminar mixing; viscous folding; reject=Reject simple shaking or turbulent mixing clips.; hard_negative_concepts=turbulent mixing; diffusion only; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_DIFF_001; linked_principle_id=CHM_DIF_002; aliases=reversible laminar mixing; viscous folding; reject=Reject simple shaking or turbulent mixing clips.; hard_negative_concepts=turbulent mixing; diffusion only; precipitation,DCR,DCR_CHEM_DIFF_001,Taylor-Couette laminar mixing,192
combustion reaction ignition video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,gas_evolution_and_combustion,0,60,"Flame appears, propagates, or extinguishes after oxygen/fuel/temperature changes.",principle_id=CHM_GAS_002; priority=core; reject=Reject clips that only show a flame without causal change.; hard_negative_family=redox color; evaporation; glow without flame; capability_label=DMR,principle_id=CHM_GAS_002; priority=core; reject=Reject clips that only show a flame without causal change.; hard_negative_family=redox color; evaporation; glow without flame; capability_label=DMR,DMR,,,193
hydrogen gas ignition bubbles video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,gas_evolution_and_combustion,0,60,"Flame appears, propagates, or extinguishes after oxygen/fuel/temperature changes.",principle_id=CHM_GAS_002; priority=core; reject=Reject clips that only show a flame without causal change.; hard_negative_family=redox color; evaporation; glow without flame; capability_label=DMR,principle_id=CHM_GAS_002; priority=core; reject=Reject clips that only show a flame without causal change.; hard_negative_family=redox color; evaporation; glow without flame; capability_label=DMR,DMR,,,194
glass softening heat shaping video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,material_deformation_and_response,0,60,"Material deforms, sags, flows, or breaks as temperature increases.",principle_id=CHM_MAT_002; priority=core; reject=Reject post-heating final shape without thermal sequence.; hard_negative_family=mechanical cutting; crystallization; combustion; capability_label=DMR,principle_id=CHM_MAT_002; priority=core; reject=Reject post-heating final shape without thermal sequence.; hard_negative_family=mechanical cutting; crystallization; combustion; capability_label=DMR,DMR,,,195
cornstarch water impact slow motion,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,material_deformation_and_response,0,60,The same material flows slowly but resists or fractures under rapid impact.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_THICK_001; linked_principle_id=CHM_MAT_001; aliases=non-Newtonian fluid impact; oobleck solid-like impact; reject=Reject clips showing only slow pouring or only a static impact aftermath.; hard_negative_concepts=high viscosity liquid; gel; plastic clay,capability_label=DCR; dynamic_concept_id=DCR_CHEM_THICK_001; linked_principle_id=CHM_MAT_001; aliases=non-Newtonian fluid impact; oobleck solid-like impact; reject=Reject clips showing only slow pouring or only a static impact aftermath.; hard_negative_concepts=high viscosity liquid; gel; plastic clay,DCR,DCR_CHEM_THICK_001,shear thickening,196
ice crystal growth time lapse,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,phase_change_and_crystallization,0,60,A visible solid-liquid boundary advances or dendrites grow.,principle_id=CHM_PHA_002; priority=core; reject=Reject final frozen samples without front propagation.; hard_negative_family=precipitation; evaporation; gas evolution; capability_label=DMR,principle_id=CHM_PHA_002; priority=core; reject=Reject final frozen samples without front propagation.; hard_negative_family=precipitation; evaporation; gas evolution; capability_label=DMR,DMR,,,197
freezing front propagation video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,phase_change_and_crystallization,0,60,A visible solid-liquid boundary advances or dendrites grow.,principle_id=CHM_PHA_002; priority=core; reject=Reject final frozen samples without front propagation.; hard_negative_family=precipitation; evaporation; gas evolution; capability_label=DMR,principle_id=CHM_PHA_002; priority=core; reject=Reject final frozen samples without front propagation.; hard_negative_family=precipitation; evaporation; gas evolution; capability_label=DMR,DMR,,,198
ice dendrite growth microscopy,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,phase_change_and_crystallization,0,60,Branching crystals extend from nucleation sites over time.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_DEND_001; linked_principle_id=CHM_PHA_002; aliases=dendrite growth; branching crystal growth; metal dendrites; reject=Reject final crystals without visible growth sequence.; hard_negative_concepts=precipitate cloud; final crystal; random sediment,capability_label=DCR; dynamic_concept_id=DCR_CHEM_DEND_001; linked_principle_id=CHM_PHA_002; aliases=dendrite growth; branching crystal growth; metal dendrites; reject=Reject final crystals without visible growth sequence.; hard_negative_concepts=precipitate cloud; final crystal; random sediment,DCR,DCR_CHEM_DEND_001,dendritic crystal growth,199
chemical garden precipitation tube growth video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,precipitation_and_solubility,0,60,"Solid appears where two liquids meet, often as rings, tubes, or membranes.",principle_id=CHM_PRE_002; priority=core; reject=Reject bulk turbidity without visible interface or local formation.; hard_negative_family=homogeneous crystallization; pH color; gas evolution; capability_label=DMR,principle_id=CHM_PRE_002; priority=core; reject=Reject bulk turbidity without visible interface or local formation.; hard_negative_family=homogeneous crystallization; pH color; gas evolution; capability_label=DMR,DMR,,,200
Liesegang ring precipitation time lapse,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,precipitation_and_solubility,0,60,"Solid appears where two liquids meet, often as rings, tubes, or membranes.",principle_id=CHM_PRE_002; priority=core; reject=Reject bulk turbidity without visible interface or local formation.; hard_negative_family=homogeneous crystallization; pH color; gas evolution; capability_label=DMR,principle_id=CHM_PRE_002; priority=core; reject=Reject bulk turbidity without visible interface or local formation.; hard_negative_family=homogeneous crystallization; pH color; gas evolution; capability_label=DMR,DMR,,,201
crystal garden growth video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,precipitation_and_solubility,0,60,Colored tubular or branching structures grow upward/outward in solution.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_GARDEN_001; linked_principle_id=CHM_PRE_002; aliases=silicate garden; precipitation tubes; crystal garden; reject=Reject static finished gardens without growth sequence.; hard_negative_concepts=ordinary crystallization; dye diffusion; bubbles,capability_label=DCR; dynamic_concept_id=DCR_CHEM_GARDEN_001; linked_principle_id=CHM_PRE_002; aliases=silicate garden; precipitation tubes; crystal garden; reject=Reject static finished gardens without growth sequence.; hard_negative_concepts=ordinary crystallization; dye diffusion; bubbles,DCR,DCR_CHEM_GARDEN_001,chemical garden,202
chemical traffic light reaction color cycle video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking/resting or reagent changes produce reversible color transitions.,principle_id=CHM_RED_003; priority=core; reject=Reject one-way color changes without redox-cycle evidence.; hard_negative_family=precipitation; crystallization; combustion; capability_label=DMR,principle_id=CHM_RED_003; priority=core; reject=Reject one-way color changes without redox-cycle evidence.; hard_negative_family=precipitation; crystallization; combustion; capability_label=DMR,DMR,,,203
blue bottle reaction reversible color video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking/resting or reagent changes produce reversible color transitions.,principle_id=CHM_RED_003; priority=core; reject=Reject one-way color changes without redox-cycle evidence.; hard_negative_family=precipitation; crystallization; combustion; capability_label=DMR,principle_id=CHM_RED_003; priority=core; reject=Reject one-way color changes without redox-cycle evidence.; hard_negative_family=precipitation; crystallization; combustion; capability_label=DMR,DMR,,,204
Benedict positive test video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue solution changes toward orange-red with precipitate formation while heated.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,DCR,DCR_CHEM_BENEDICT_001,Benedict test positive reaction,205
iceberg calving fracture video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,DMR,,,206
glacier front collapse video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,DMR,,,207
glacier front collapse video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"An ice front cracks, detaches, falls, and generates waves or roll-over.",capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,DCR,DCR_EAR_GLCALV_001,glacier calving,208
bee pollination anther stigma contact video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,DMR,,,209
flower visitor pollen transfer video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,DMR,,,210
particle settling sorting time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,DMR,,,211
delta deposition flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,DMR,,,212
bedload saltation video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles transition from rest to bouncing/hopping transport above a bed.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,DCR,DCR_EAR_SALT_001,sediment saltation,213
pyroclastic flow analogue flume video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,DMR,,,214
particle laden gravity current video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,DMR,,,215
volcanic ash gravity current video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,A ground-hugging ash cloud accelerates downslope from a volcanic source.,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,DCR,DCR_EAR_PYRO_001,pyroclastic density current,216
porous soil water infiltration video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,Water level drops and a visible wetting boundary moves downward or laterally.,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport; capability_label=DMR,principle_id=EAR_HYD_002; priority=core; reject=Reject top-surface wetting without internal front movement.; hard_negative_family=surface runoff; capillary tube; sediment transport; capability_label=DMR,DMR,,,217
stream table meander migration,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,A channel bend shifts laterally or cutbank/point-bar changes over time.,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,DCR,DCR_EAR_MEANDER_001,meander migration,218
cyclone cloud bands rotation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud bands rotate around a center or funnel-like structure develops.,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke; capability_label=DMR,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke; capability_label=DMR,DMR,,,219
tornado formation cloud rotation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud bands rotate around a center or funnel-like structure develops.,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke; capability_label=DMR,principle_id=EAR_WEA_002; priority=core; reject=Reject static satellite images or non-rotating cloud drift.; hard_negative_family=linear front motion; river flow; smoke; capability_label=DMR,DMR,,,220
downburst cloud motion video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud or precipitation core descends and surface outflow spreads radially.,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,DCR,DCR_EAR_DOWN_001,downburst,221
settling column particles time lapse,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Suspension clears from top while particles accumulate at bottom.,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation; capability_label=DMR,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation; capability_label=DMR,DMR,,,222
clarification suspension settling video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Suspension clears from top while particles accumulate at bottom.,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation; capability_label=DMR,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation; capability_label=DMR,DMR,,,223
filter clogging particles video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,A visible layer grows on the filter while filtrate flow changes.,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,DCR,DCR_ENG_FIL_001,filter cake formation,224
cam profile follower rise dwell fall video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Rotating cam makes a follower rise, dwell, and fall.",principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum; capability_label=DMR,principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum; capability_label=DMR,DMR,,,225
valve cam mechanism animation,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Rotating cam makes a follower rise, dwell, and fall.",principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum; capability_label=DMR,principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum; capability_label=DMR,DMR,,,226
milling chatter vibration video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,Tool or workpiece oscillates visibly with changing sound/surface pattern.,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,DCR,DCR_ENG_CHATTER_001,machining chatter,227
coating wetting contact angle video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,mixing_dispersion_and_wetting,0,60,"Droplets impact, spread, merge, and form a continuous layer.",principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion; capability_label=DMR,principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion; capability_label=DMR,DMR,,,228
droplet coalescence coating film video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,mixing_dispersion_and_wetting,0,60,"Droplets impact, spread, merge, and form a continuous layer.",principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion; capability_label=DMR,principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion; capability_label=DMR,DMR,,,229
diaphragm pump transparent flow video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Piston, diaphragm, peristaltic rollers, or impeller motion drives visible one-way flow.",principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow; capability_label=DMR,principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow; capability_label=DMR,DMR,,,230
