media_asset_id,video_id,source_id,file_path,original_local_media,source_url,direct_url,license_or_usage_note,is_derivative,start_sec,end_sec,transform_note,sha256,bytes,status,error
vdcr_v1_000087,vdcr_000087,vdcr_commons_mr26_000004,release/media/videos/vdcr_v1_000087.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,https://commons.wikimedia.org/wiki/File:Brandungsr%C3%BCckstrom_%28Entstehung%29.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/5c/Brandungsr%C3%BCckstrom_(Entstehung).webm/Brandungsr%C3%BCckstrom_(Entstehung).webm.360p.webm,Commons CC0 own-work rip-current formation video,true,66.0,78.0,seg_066000_078000_clean,95a603eb3ac734c2baf775b59d59eaf390d867d5e83f8af81fbf814dd2a10fd6,1029870,rebuilt_segment,
vdcr_v1_000088,vdcr_000088,vdcr_commons_mr27_000002,release/media/videos/vdcr_v1_000088.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:B%C3%A9nard_cells_convection.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/B%C3%A9nard_cells_convection.ogv/B%C3%A9nard_cells_convection.ogv.360p.webm,verify_on_source_page,true,,,metadata_clean,2c122a013af49105323269c83c0f2f6083334b11858304cbddbd0a9cf5e15534,1850014,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000089,vdcr_000089,vdcr_commons_mr27_000004,release/media/videos/vdcr_v1_000089.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000004_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Reaction-Diffusion.gif,https://upload.wikimedia.org/wikipedia/commons/8/8a/Reaction-Diffusion.gif,verify_on_source_page,true,,,metadata_clean,17bdc5b9e151043f33faea49ba717d543c8e7f388eb3caeaa8a176191619edb6,5242880,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000090,vdcr_000090,vdcr_commons_mr28_000002,release/media/videos/vdcr_v1_000090.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr28_000002_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/ec/A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv/A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv.360p.webm,verify_on_source_page,true,,,metadata_clean,bb3df9f26883f5674847fae8045dd5a3ec3a48527dcc64fc258431bf447ef8ac,716778,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000091,vdcr_000091,vdcr_commons_mr29_000001,release/media/videos/vdcr_v1_000091.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Downburst_Piracicaba_2025.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d8/Downburst_Piracicaba_2025.webm/Downburst_Piracicaba_2025.webm.360p.webm,verify_on_source_page,true,,,metadata_clean,01008159f8ca570e458eaa90e613aded04abeec943aae75d04ef022f0d031299,3889107,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000092,vdcr_000092,vdcr_commons_mr30_000001,release/media/videos/vdcr_v1_000092.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Plein_de_bulles_entier_grand.gif,https://upload.wikimedia.org/wikipedia/commons/7/78/Plein_de_bulles_entier_grand.gif,verify_on_source_page,true,,,metadata_clean,87dfd2eac568583c49f0dc3987d329e9b52aef8424d750c2a801cf21ebe5f4a0,3081793,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000093,vdcr_000093,vdcr_commons_mr31_000003,release/media/videos/vdcr_v1_000093.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Upward-erosion.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4b/Upward-erosion.ogv/Upward-erosion.ogv.360p.webm,verify_on_source_page,true,,,metadata_clean,4735dde6e1e98b3c7855f5ac25377745783dc1f3d3a8b89fd26ff535bc886a90,1042436,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000094,vdcr_000094,vdcr_commons_mr31_000005,release/media/videos/vdcr_v1_000094.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000005_seg_002000_21143_clean.mp4,https://commons.wikimedia.org/wiki/File:Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c6/Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv/Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv.360p.webm,CC BY 4.0,true,2.0,21.143,seg_002000_21143_clean,b2661250b536c75fb1f43277760231154b0efb7e9beb106dd918e866c50f8754,434111,rebuilt_segment,
vdcr_v1_000095,vdcr_000095,vdcr_commons_mr32_000001,release/media/videos/vdcr_v1_000095.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Bubble0g.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/cf/Bubble0g.ogv/Bubble0g.ogv.360p.webm,PD NASA,true,,,metadata_clean,c00b4fae62ca1affbf2535e839eac9356d6905583d4395d380fcb8defb5f2038,875611,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000096,vdcr_000096,vdcr_commons_mr32_000004,release/media/videos/vdcr_v1_000096.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000004_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/6a/Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv/Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv.360p.webm,CC BY 2.5,true,,,metadata_clean,634083f856151cb93efe78cd3f7124cf262a9d32ea7efd7ac16c1fd1083a97a8,765729,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000097,vdcr_000097,vdcr_commons_mr33_000001,release/media/videos/vdcr_v1_000097.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr33_000001_seg_007000_76732_clean.mp4,https://commons.wikimedia.org/wiki/File:A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a6/A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv/A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv.360p.webm,CC BY 4.0,true,7.0,76.732,seg_007000_76732_clean,ba217e8c48f63195343dfc75f3e2774be9d6a36199f5cb48a25a5aad7267afaa,1815672,rebuilt_segment,
vdcr_v1_000098,vdcr_000098,vdcr_commons_mr34_000001,release/media/videos/vdcr_v1_000098.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,https://commons.wikimedia.org/wiki/File:Wesphysdemo_-_Synchronized_Metronomes.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a1/Wesphysdemo_-_Synchronized_Metronomes.webm/Wesphysdemo_-_Synchronized_Metronomes.webm.360p.webm,commons_license_verify_on_page,true,55.0,126.041,seg_055000_126041_clean,363b397bcd6f87de58aa1531d4cfe36b043732cc08390b94075d7a2eacc5bedb,2160788,rebuilt_segment,
vdcr_v1_000099,vdcr_000099,vdcr_commons_mr34_000005,release/media/videos/vdcr_v1_000099.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000005_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/47/Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv/Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv.360p.webm,CC BY 2.0 verify on page,true,,,metadata_clean,a5b1df1156b5a40ad9c82160100e6ac99cfa3b33957cdd71c083dfeade9756ff,1716918,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000100,vdcr_000100,vdcr_commons_mr35_000001,release/media/videos/vdcr_v1_000100.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm/Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm.360p.webm,PD NOAA,true,,,crop_metadata_clean,e4eb329cf31b0e82102e427e26e69d77b1bd0d07ae3938c808cc713b03f2c028,1089239,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000101,vdcr_000101,vdcr_commons_mr36_000001,release/media/videos/vdcr_v1_000101.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c4/Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv/Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv.360p.webm,CC BY 4.0 / Nature Communications OA,true,,,crop_metadata_clean,a855fa2dcfa98804e9c12c9ef82c975a06e503188a34bff41e7eef1be98527c5,172940,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000102,vdcr_000102,vdcr_commons_mr36_000002,release/media/videos/vdcr_v1_000102.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000002_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/34/Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv/Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv.360p.webm,CC BY 2.0 / BMC Plant Biology OA,true,,,crop_metadata_clean,2c8bc81b9f76260afbe0c57a470077f1b3115d6bf4178cea7b99c8fa85b2abb2,47847,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000103,vdcr_000103,vdcr_commons_mr36_000003,release/media/videos/vdcr_v1_000103.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000003_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/75/Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv/Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv.360p.webm,CC BY 4.0 / PLOS Genetics OA,true,,,crop_metadata_clean,8d277c424d3e8c4d26a4ba02e63b4500632161c9d2bf683fc1c9866a18b74070,144717,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000104,vdcr_000104,vdcr_commons_mr37_000001,release/media/videos/vdcr_v1_000104.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Lp1989plan_hires.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7c/Lp1989plan_hires.webm/Lp1989plan_hires.webm.360p.webm,USGS/public-domain source; verify on Commons page,true,,,crop_metadata_clean,2e8feea45f000dd09cee3d2c6b03e02b95b4485abd6662d83847a51b35579e11,4745325,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000105,vdcr_000105,vdcr_commons_mr38_000001,release/media/videos/vdcr_v1_000105.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Laminar_Flow_2.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f2/Laminar_Flow_2.webm/Laminar_Flow_2.webm.360p.webm,CC BY 3.0; UNM Physics and Astronomy attribution; verify on Commons page,true,,,crop_metadata_clean,66ee073e28b6972cfa2bbdad79bd6df9358b27cfc92de92fe8b82089a22ac02a,3847929,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000106,vdcr_000106,vdcr_commons_mr40_000001,release/media/videos/vdcr_v1_000106.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr40_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/16/117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm/117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm.360p.webm,CC BY-SA 4.0 Commons Wikiexperiments chemistry video; verify before release,true,,,crop_metadata_clean,b835cdd1800145f1c79bdadc92a4840d4fe5de8faa2bc29ade65fb928df362f0,4710832,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000107,vdcr_000107,vdcr_commons_mr41_000001,release/media/videos/vdcr_v1_000107.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Padma_River_Time_Series_(1988-2018).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/bb/Padma_River_Time_Series_(1988-2018).webm/Padma_River_Time_Series_(1988-2018).webm.360p.webm,NASA/Landsat natural-color time series; public-domain/source license verify on Commons before release,true,,,crop_metadata_clean,a1a475d976440e925cc96315e503923178ba8e58bad7d05600dbc1a44443aa92,7253139,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000108,vdcr_000108,vdcr_commons_mr42_000001,release/media/videos/vdcr_v1_000108.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,https://commons.wikimedia.org/wiki/File:MakingASplash.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/68/MakingASplash.webm/MakingASplash.webm.360p.webm,CC BY-SA 4.0 on Commons; attribution/share-alike audit required before release,true,,,worthington_jet_clean,371c16c525550d68ecc1e2221efef5e46ceb0b3dc845b89ea81846c63bae0191,9800958,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000109,vdcr_000109,vdcr_public_mr43_000002,release/media/videos/vdcr_v1_000109.mp4,media/vdcr_segments_pilot_v1/vdcr_public_mr43_000002_biofilm_expansion_clean.mp4,https://nigms.nih.gov/image-gallery/3446,https://nigms.nih.gov/sites/nigms/files/image-and-video-gallery/Biofilm_blocking_fluid_flow.mp4,NIGMS/NIH gallery source; source and reuse terms require final release audit,true,,,biofilm_expansion_clean,4966131eade6b285438d830f17377c72101fb8fec8e861d1f7216e6bf3e4e204,402364,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000110,vdcr_000110,vdcr_public_mr44_000003,release/media/videos/vdcr_v1_000110.wmv,media/vdcr_segments_pilot_v1/vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean.mp4,https://pmc.ncbi.nlm.nih.gov/articles/PMC9013362/,https://pmc.ncbi.nlm.nih.gov/articles/instance/9013362/bin/41598_2022_10082_MOESM3_ESM.wmv,CC BY 4.0 Scientific Reports supplementary material; final release should preserve article/video attribution,true,,,electrodeposition_dendrite_01_clean,bfafd3cadfd3ef4582c2fbad140695db56e39a1c7600ef73536e040b19863f8e,4202663,downloaded_source_fallback,source fallback; processed derivative not available; PMC PoW cookie solved
vdcr_v1_000111,vdcr_000111,vdcr_public_mr45_000001,release/media/videos/vdcr_v1_000111.mp4,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,https://home.nps.gov/media/video/view.htm?id=899DBB31-8EC7-42BA-A719-A880E58D823B,https://www.nps.gov/nps-audiovideo/audiovideo/1a79352d-7f75-4236-a750-e87ee0472574720p.mp4,NPS credited public-domain source; final release should preserve NPS attribution and source URL,true,,,dune_slip_face_grain_avalanche_trim_crop_clean,3dc475252e3676da1850e9bc042bb0a06536b8120947cc1e5c3014b153d9a3f3,9409310,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000112,vdcr_000112,vdcr_public_mr46_000001,release/media/videos/vdcr_v1_000112.mp4,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,https://www.usgs.gov/media/videos/capillary-action-and-water,https://usgs-ocapsv2-public-input-media.s3.us-west-2.amazonaws.com/assets/palladium/production/s3fs-public/atoms/video/CapillaryAction_4.mp4,USGS public domain video; final release should preserve USGS attribution and source URL,true,,,capillary_rise_wicking_crop_clean,7c187af441dfefb9159bcd951a00970e5c36078e047de2edae7ae0e616e6c753,86921693,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000113,vdcr_000113,vdcr_public_mr47_000001,release/media/videos/vdcr_v1_000113.mp4,media/vdcr_segments_pilot_v1/vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean.mp4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000053,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0000053.s005,CC BY 2.5 PLOS ONE supplementary movie; final release should preserve article/video attribution,true,,,mitotic_chromosome_segregation_crop_clean,be98ea15b430ea453d8a13b09bc3c7c4b884e847eeda842e48a3004ac8203264,8076586,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000114,vdcr_000114,vdcr_public_mr48_000001,release/media/videos/vdcr_v1_000114.webm,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,https://commons.wikimedia.org/wiki/File:Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/91/Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv/Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv.360p.webm,CC BY 4.0 Scientific Reports supplementary movie on Wikimedia Commons; final release should preserve article/video attribution,true,,,droplet_spreading_retraction_clean,46e261a44d28a6304bfd6fe1252cfcac3a82fdc06d238a2ea02aa1283cdfa611,243955,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000115,vdcr_000115,vdcr_public_mr49_000001,release/media/videos/vdcr_v1_000115.webm,media/vdcr_segments_pilot_v1/vdcr_public_mr49_000001_flame_blowoff_clean.mp4,https://commons.wikimedia.org/wiki/File:Webp.net-gifmaker_(1).gif,https://upload.wikimedia.org/wikipedia/commons/6/62/Webp.net-gifmaker_%281%29.gif,CC BY-SA 4.0 Wikimedia Commons self-published GIF by Estebandgj; final release should preserve source attribution and share-alike terms,true,,,flame_blowoff_clean,3f0d9cfcbf07f0e289edd7bcc181ae7ea42a01e8185da0e1e28a4e6af1dee2b3,4698883,downloaded_source_fallback,source fallback; processed derivative not available
